user,timestampUsec,time,authorbadge,text,purchaseAmount,type,video_id,Chat_No
a y,1590158387128116,1:21:21,,猫のベット気持ち良さそう,,NORMALCHAT,zIE7aA0n3jg,3523
hopper frog,1590158387215187,1:21:22,,カフェインって下半身の筋肉構築にいいんだったっけ・・？＜コーヒー,,NORMALCHAT,zIE7aA0n3jg,3524
みるるん,1590158390890445,1:21:25,,コーヒーのもうっと,,NORMALCHAT,zIE7aA0n3jg,3525
あいうえおあいうえお,1590158391478586,1:21:26,,どうすれば自由になれますか？,,NORMALCHAT,zIE7aA0n3jg,3526
Orie M,1590158392760522,1:21:27,,かわいいw,,NORMALCHAT,zIE7aA0n3jg,3527
DXまこつ,1590158393263222,1:21:28,,よく飲んでいる飲み物は,,NORMALCHAT,zIE7aA0n3jg,3528
みーやん,1590158393720244,1:21:28,,笑,,NORMALCHAT,zIE7aA0n3jg,3529
ちゃらあい,1590158394166084,1:21:29,,プロテインコーヒーで飲みますか？?,,NORMALCHAT,zIE7aA0n3jg,3530
S S,1590158394377584,1:21:29,,バカにされたり、からかわれないためには,,NORMALCHAT,zIE7aA0n3jg,3531
ハッピースマイル,1590158394786202,1:21:29,,ヌコ！ピコ！何コ？,,NORMALCHAT,zIE7aA0n3jg,3532
K.ユキ,1590158394872919,1:21:29,,猫さん早い,,NORMALCHAT,zIE7aA0n3jg,3533
PlayLists,1590158395267166,1:21:30,メンバー（1 か月）,ナイスパ！,,NORMALCHAT,zIE7aA0n3jg,3534
もこちけTV,1590158395632527,1:21:30,,?ステキ！,,NORMALCHAT,zIE7aA0n3jg,3535
wol,1590158396337829,1:21:31,モデレーター,お茶ありなんだ,,NORMALCHAT,zIE7aA0n3jg,3536
とろろいもこ,1590158396977426,1:21:31,メンバー（1 か月）,え、可愛い,,NORMALCHAT,zIE7aA0n3jg,3537
平山幸子,1590158397685872,1:21:32,メンバー（1 か月）,初見さんおめでとうw,,NORMALCHAT,zIE7aA0n3jg,3538
鳶坂,1590158398479382,1:21:33,,キャッチコピーｗ,,NORMALCHAT,zIE7aA0n3jg,3539
N,1590158399832703,1:21:34,,ナイス???,,NORMALCHAT,zIE7aA0n3jg,3540
uw,1590158400697205,1:21:35,,いつもありがとうございます！,,NORMALCHAT,zIE7aA0n3jg,3541
メンヘラ特効薬,1590158400935014,1:21:35,,スクショしたかった??,,NORMALCHAT,zIE7aA0n3jg,3542
透希崎,1590158400935764,1:21:35,,可愛いw,,NORMALCHAT,zIE7aA0n3jg,3543
haru potter,1590158401423182,1:21:36,,お昼ごはん用にホエイプロテイン購入したs,,NORMALCHAT,zIE7aA0n3jg,3544
Cs As,1590158401867494,1:21:36,,私は性格の良い人(具体的には思いやりがあり誠実な人)と関わるのは大好きですが、そうでない人が物凄く苦手でストレスになります。なので性格の良い人ばかりいる職場に就職したいのですが就職前に見極める方法はありますか？また性格の良い人が多い傾向にある業種ってありますか？,"￥2,440",SUPERCHAT,zIE7aA0n3jg,3545
まるけい,1590158402207858,1:21:37,,いただきました?,,NORMALCHAT,zIE7aA0n3jg,3546
yumi nono,1590158403536619,1:21:38,,なってる！,,NORMALCHAT,zIE7aA0n3jg,3547
yuki yuki,1590158403560790,1:21:38,,黒のtシャツのが好きです。,,NORMALCHAT,zIE7aA0n3jg,3548
白鳥令子,1590158404042028,1:21:38,,素敵?,,NORMALCHAT,zIE7aA0n3jg,3549
tm k,1590158404173716,1:21:39,,補助線?,,NORMALCHAT,zIE7aA0n3jg,3550
アンドロメダEXO,1590158404922510,1:21:39,,わかる?,,NORMALCHAT,zIE7aA0n3jg,3551
大豆丸,1590158405397178,1:21:40,,?,,NORMALCHAT,zIE7aA0n3jg,3552
Kanata/R10 Channel,1590158405697867,1:21:40,,補助線,,NORMALCHAT,zIE7aA0n3jg,3553
黒潮。,1590158406578286,1:21:41,,補助線！ 共感しまくり！,,NORMALCHAT,zIE7aA0n3jg,3554
Ayaka U,1590158407570045,1:21:42,,お茶目,,NORMALCHAT,zIE7aA0n3jg,3555
ちゃありー,1590158410064334,1:21:44,,みなさんの補助線になりたい?,,NORMALCHAT,zIE7aA0n3jg,3556
shiba ota,1590158411256351,1:21:46,,10-14時間断食しても痩せない...と思ったけどそういえば元々そういう生活だった,,NORMALCHAT,zIE7aA0n3jg,3557
空中糞尿,1590158413934809,1:21:48,,4時間はいいめっちゃ情報,,NORMALCHAT,zIE7aA0n3jg,3558
AJ,1590158414366591,1:21:49,,ぬこ みこ ピコ,,NORMALCHAT,zIE7aA0n3jg,3559
あいうえおあいうえお,1590158416461857,1:21:51,,どうすれば自由になれますか？,,NORMALCHAT,zIE7aA0n3jg,3560
"登録者1人につき1杯,ジョルノにアバ茶を飲ませる【現在46杯目】",1590158417418385,1:21:52,,ありがとうございます,,NORMALCHAT,zIE7aA0n3jg,3561
mai313 mkg,1590158417459538,1:21:52,,補助線??,,NORMALCHAT,zIE7aA0n3jg,3562
時間旅行,1590158420051883,1:21:54,,こんばんは！,,NORMALCHAT,zIE7aA0n3jg,3563
かわけん,1590158421118017,1:21:55,,差別,,NORMALCHAT,zIE7aA0n3jg,3564
chocco chocco,1590158424540894,1:21:59,モデレーター,新しい、補助線,,NORMALCHAT,zIE7aA0n3jg,3565
あいうえおあいうえお,1590158424584924,1:21:59,,どうすれば自由になれますか？,,NORMALCHAT,zIE7aA0n3jg,3566
Ling Ling,1590158425206348,1:22:00,,補助線かー,,NORMALCHAT,zIE7aA0n3jg,3567
リカ,1590158426661491,1:22:01,,ほおぉ,,NORMALCHAT,zIE7aA0n3jg,3568
みーやん,1590158427537864,1:22:02,,ぬこたん～,,NORMALCHAT,zIE7aA0n3jg,3569
marori ng,1590158428212811,1:22:03,,ヤギさんの文章いいな,,NORMALCHAT,zIE7aA0n3jg,3570
とろろいもこ,1590158429659511,1:22:04,メンバー（1 か月）,そいや今日はなにを飲んでるんだろう?？水？,,NORMALCHAT,zIE7aA0n3jg,3571
ネコと迎合せよ,1590158430052277,1:22:04,,補助線?,,NORMALCHAT,zIE7aA0n3jg,3572
A A,1590158432162131,1:22:07,,そのワイングラスで飲むと倍うまそうですね,,NORMALCHAT,zIE7aA0n3jg,3573
黒潮。,1590158435797719,1:22:10,,いいなあ！ 年齢制限はキツい,,NORMALCHAT,zIE7aA0n3jg,3574
猫の猫,1590158435900312,1:22:10,,補助線ですね,,NORMALCHAT,zIE7aA0n3jg,3575
5handesuyo,1590158437402282,1:22:12,,結婚しよう,,NORMALCHAT,zIE7aA0n3jg,3576
haru potter,1590158437573914,1:22:12,,にゃーん,,NORMALCHAT,zIE7aA0n3jg,3577
ぽぽん屋店長,1590158437842593,1:22:12,,コーヒーはブラックのみ？,,NORMALCHAT,zIE7aA0n3jg,3578
みーやん,1590158438097025,1:22:12,,ぬこたん～,,NORMALCHAT,zIE7aA0n3jg,3579
あいうえおあいうえお,1590158439283381,1:22:14,,どうすれば自由になれますか？,,NORMALCHAT,zIE7aA0n3jg,3580
めぐ????,1590158439614971,1:22:14,,もう一回お願いしますw,,NORMALCHAT,zIE7aA0n3jg,3581
Kanata/R10 Channel,1590158441051174,1:22:15,,あーあるのかも、、、,,NORMALCHAT,zIE7aA0n3jg,3582
ハッピースマイル,1590158442043913,1:22:16,,みこだった！ありがとうございます！,,NORMALCHAT,zIE7aA0n3jg,3583
ドッカンバトル完全無課金攻略2000日 ACT,1590158442690589,1:22:17,,カフェインとると筋トレのレップ数上がるからとったほうがいい,,NORMALCHAT,zIE7aA0n3jg,3584
ありさ,1590158443615024,1:22:18,,差別反対,,NORMALCHAT,zIE7aA0n3jg,3585
ちゃありー,1590158444049518,1:22:18,,年功序列文化,,NORMALCHAT,zIE7aA0n3jg,3586
man hori,1590158444139346,1:22:19,,へー,,NORMALCHAT,zIE7aA0n3jg,3587
なな優木,1590158444360185,1:22:19,,それね、、ほんと嫌?,,NORMALCHAT,zIE7aA0n3jg,3588
Bird's tale by Yoh_zo,1590158445868604,1:22:20,,へー,,NORMALCHAT,zIE7aA0n3jg,3589
ヤギミノル,1590158446216687,1:22:21,モデレーター,補助線だよ！ちゃんと自分で考えるの大事！でもとてもいい補助線！,,NORMALCHAT,zIE7aA0n3jg,3590
花の呼吸ゴリエママ,1590158447413826,1:22:22,,年齢を重視する日本φ(．．)ﾒﾓﾒﾓ,,NORMALCHAT,zIE7aA0n3jg,3591
AJ,1590158448045827,1:22:22,,アメリカのレジュメは写真もNGです,,NORMALCHAT,zIE7aA0n3jg,3592
Katsuya,1590158449392228,1:22:24,,年齢を気にしない会社に行けば解決,,NORMALCHAT,zIE7aA0n3jg,3593
Ling Ling,1590158449490906,1:22:24,,全州年齢聞いたらセクハラで訴えて勝つ,,NORMALCHAT,zIE7aA0n3jg,3594
Bird's tale by Yoh_zo,1590158450229889,1:22:25,,すごい,,NORMALCHAT,zIE7aA0n3jg,3595
yukiko,1590158450656519,1:22:25,,あら素敵な話,,NORMALCHAT,zIE7aA0n3jg,3596
あいうえおあいうえお,1590158450731904,1:22:25,,どうすれば自由になれますか？,,NORMALCHAT,zIE7aA0n3jg,3597
ふくまさ,1590158453722373,1:22:28,,15歳見てるの俺だけかなー,,NORMALCHAT,zIE7aA0n3jg,3598
an just,1590158454922287,1:22:29,,プラスになるかどうか、か,,NORMALCHAT,zIE7aA0n3jg,3599
haru potter,1590158455912829,1:22:30,,ぴこさまかわいすぎる,,NORMALCHAT,zIE7aA0n3jg,3600
月と一番星,1590158456412108,1:22:31,,日本は考え古いよ??,,NORMALCHAT,zIE7aA0n3jg,3601
J H,1590158456600684,1:22:31,,アメリカは年齢書かない、顔写真も貼らないですよー,,NORMALCHAT,zIE7aA0n3jg,3602
Bird's tale by Yoh_zo,1590158456772766,1:22:31,,つばささん！,,NORMALCHAT,zIE7aA0n3jg,3603
Mi Take,1590158458374575,1:22:33,,そんな会社で働きたい,,NORMALCHAT,zIE7aA0n3jg,3604
"登録者1人につき1杯,ジョルノにアバ茶を飲ませる【現在46杯目】",1590158459192356,1:22:33,,すみません、これって何時頃までやられますか？,,NORMALCHAT,zIE7aA0n3jg,3605
Bird's tale by Yoh_zo,1590158461118611,1:22:35,,え、はじめた？,,NORMALCHAT,zIE7aA0n3jg,3606
もこちけTV,1590158461738688,1:22:36,,ヽ(´▽｀)/履歴書見ないってステキ！！！,,NORMALCHAT,zIE7aA0n3jg,3607
しろくま,1590158462740180,1:22:37,,スナック,,NORMALCHAT,zIE7aA0n3jg,3608
みかんみかん,1590158463575481,1:22:38,新規メンバー,コーヒーはブラックがいいと思います,,NORMALCHAT,zIE7aA0n3jg,3609
maki H,1590158463755723,1:22:38,,投資は長期でコツコツとって言いますが、海外勤務がある外資系に勤めてます。投資はやめといたほうがいいですかー？？,,NORMALCHAT,zIE7aA0n3jg,3610
Yuko sugi,1590158464756059,1:22:39,,ヤギさん素敵です,,NORMALCHAT,zIE7aA0n3jg,3611
Tam Alan,1590158465392557,1:22:40,,人間じゃなくてもいいよね,,NORMALCHAT,zIE7aA0n3jg,3612
Kanata/R10 Channel,1590158465439808,1:22:40,,履歴書を書く事自体ムダ,,NORMALCHAT,zIE7aA0n3jg,3613
花の呼吸ゴリエママ,1590158468992552,1:22:43,,履歴書を見ない...(?￢?),,NORMALCHAT,zIE7aA0n3jg,3614
5handesuyo,1590158469997414,1:22:44,,あなた、結婚しようよ。,,NORMALCHAT,zIE7aA0n3jg,3615
mai313 mkg,1590158473432979,1:22:48,,始まってるんですか,,NORMALCHAT,zIE7aA0n3jg,3616
Laura,1590158474626524,1:22:49,,スーパーコネクター,,NORMALCHAT,zIE7aA0n3jg,3617
K.ユキ,1590158480302240,1:22:55,,スーパーコネクターのつばささん,,NORMALCHAT,zIE7aA0n3jg,3618
EIGHT C,1590158481218287,1:22:56,,DaiGoさんの会社に入るにはどうすればいいんでしょうか,,NORMALCHAT,zIE7aA0n3jg,3619
ちゃらあい,1590158482304922,1:22:57,,なにそれ、楽しそう,,NORMALCHAT,zIE7aA0n3jg,3620
黒潮。,1590158482757849,1:22:57,,つばささんの話めっちゃ聞きたい,,NORMALCHAT,zIE7aA0n3jg,3621
伊東慶子,1590158483798651,1:22:58,,ぬこさん、みこさん、あとなんて名前でしたっけ、,,NORMALCHAT,zIE7aA0n3jg,3622
Bird's tale by Yoh_zo,1590158484098113,1:22:58,,そのお話ですごくお話伺いたくなったわー,,NORMALCHAT,zIE7aA0n3jg,3623
Kanata/R10 Channel,1590158488506221,1:23:03,,スパコネ,,NORMALCHAT,zIE7aA0n3jg,3624
登録者18人につきオリジナル曲1曲投稿 ?,1590158488524296,1:23:03,,かしこい,,NORMALCHAT,zIE7aA0n3jg,3625
Orie M,1590158488931374,1:23:03,,凄い,,NORMALCHAT,zIE7aA0n3jg,3626
Victoria Blue,1590158490547407,1:23:05,,おー、すごいな。,,NORMALCHAT,zIE7aA0n3jg,3627
ドッカンバトル完全無課金攻略2000日 ACT,1590158492707490,1:23:07,,ブラック。フレッシュ系はやめとけよ！！ただの植物性油やで,,NORMALCHAT,zIE7aA0n3jg,3628
佳乃-yoshino-,1590158493198504,1:23:08,メンバー（9 か月）,ぴこたんの寝姿かわいすぎ～?,,NORMALCHAT,zIE7aA0n3jg,3629
Mu,1590158494006270,1:23:08,,スーパーコネクター,,NORMALCHAT,zIE7aA0n3jg,3630
ぽぽん屋店長,1590158494510221,1:23:09,,やはり砂糖入りは駄目ですね,,NORMALCHAT,zIE7aA0n3jg,3631
チャンネル登録者数10万人チャレンジ行ってみよう!,1590158494822085,1:23:09,,スーパーコネクター,,NORMALCHAT,zIE7aA0n3jg,3632
白鳥令子,1590158495530656,1:23:10,,素晴らしい??,,NORMALCHAT,zIE7aA0n3jg,3633
AJ,1590158500030083,1:23:14,,ぬこ みこ ピコ,,NORMALCHAT,zIE7aA0n3jg,3634
ちゃありー,1590158501281392,1:23:16,,つばささんすごい笑,,NORMALCHAT,zIE7aA0n3jg,3635
みかんみかん,1590158501550507,1:23:16,新規メンバー,ぴこさんですー,,NORMALCHAT,zIE7aA0n3jg,3636
ぽんあい,1590158502334197,1:23:17,,スーパーコネクター！でました,,NORMALCHAT,zIE7aA0n3jg,3637
堀川七摘,1590158503260295,1:23:18,,こんばんは！,,NORMALCHAT,zIE7aA0n3jg,3638
大豆丸,1590158503860533,1:23:18,,すごい?,,NORMALCHAT,zIE7aA0n3jg,3639
花の呼吸ゴリエママ,1590158505317164,1:23:20,,スーパーコネクターφ(．．)ﾒﾓﾒﾓ,,NORMALCHAT,zIE7aA0n3jg,3640
min M i n,1590158507430330,1:23:22,,笑笑,,NORMALCHAT,zIE7aA0n3jg,3641
pin key,1590158515402824,1:23:30,,ぴこたんの寝相が可愛い???,,NORMALCHAT,zIE7aA0n3jg,3642
yumi nono,1590158516956844,1:23:31,,気になるつばささん,,NORMALCHAT,zIE7aA0n3jg,3643
PlayLists,1590158517488835,1:23:32,メンバー（1 か月）,へえ！検索してみよう,,NORMALCHAT,zIE7aA0n3jg,3644
73 890,1590158518156431,1:23:33,,だいたい日付は越えます〈終了時間,,NORMALCHAT,zIE7aA0n3jg,3645
防犯対策中,1590158518847779,1:23:33,モデレーター,スナックつばさ????♀???♀?,,NORMALCHAT,zIE7aA0n3jg,3646
bu uuu,1590158520706434,1:23:35,,ツバサさんも素晴らしい方ですよね?,,NORMALCHAT,zIE7aA0n3jg,3647
Dr. Daigo,1590158521559526,1:23:36,,興味あるw,,NORMALCHAT,zIE7aA0n3jg,3648
wol,1590158522068218,1:23:36,モデレーター,明日ですね,,NORMALCHAT,zIE7aA0n3jg,3649
白鳥令子,1590158523415185,1:23:38,,それは見たい??,,NORMALCHAT,zIE7aA0n3jg,3650
ゆか,1590158524620003,1:23:39,,つばさしゃん,,NORMALCHAT,zIE7aA0n3jg,3651
Bird's tale by Yoh_zo,1590158524622607,1:23:39,,サブチャンネルなんてあったっけ？,,NORMALCHAT,zIE7aA0n3jg,3652
ほりめぐ,1590158525284032,1:23:40,,猫ちゃんたちを少しアップで見たい・・・,,NORMALCHAT,zIE7aA0n3jg,3653
N,1590158525629712,1:23:40,,ほうほう,,NORMALCHAT,zIE7aA0n3jg,3654
黒潮。,1590158525911100,1:23:40,,メンタルラボ？,,NORMALCHAT,zIE7aA0n3jg,3655
はに〇,1590158525931704,1:23:40,,つばちんも収益化Ｗ,,NORMALCHAT,zIE7aA0n3jg,3656
ドッカンバトル完全無課金攻略2000日 ACT,1590158526769904,1:23:41,,いきます！！！,,NORMALCHAT,zIE7aA0n3jg,3657
花の呼吸ゴリエママ,1590158526844815,1:23:41,,メンタルラボφ(．．)ﾒﾓﾒﾓ,,NORMALCHAT,zIE7aA0n3jg,3658
ハリー台風,1590158527113119,1:23:41,,見ます！！！！,,NORMALCHAT,zIE7aA0n3jg,3659
Ayaya,1590158527129805,1:23:41,,つばささんに悩み聞いてほしい～,,NORMALCHAT,zIE7aA0n3jg,3660
ムシクイ,1590158527174291,1:23:42,,ちょうど休日だ,,NORMALCHAT,zIE7aA0n3jg,3661
K.ユキ,1590158529270977,1:23:44,,見てみたい,,NORMALCHAT,zIE7aA0n3jg,3662
ヤギミノル,1590158529987462,1:23:44,モデレーター,スナック翼いい,,NORMALCHAT,zIE7aA0n3jg,3663
伊東慶子,1590158530587629,1:23:45,,みかんみかんさん、ありがとうございます,,NORMALCHAT,zIE7aA0n3jg,3664
ぽぽん屋店長,1590158532903894,1:23:47,,早口がすごい,,NORMALCHAT,zIE7aA0n3jg,3665
Mu,1590158533379203,1:23:48,,つばささん,,NORMALCHAT,zIE7aA0n3jg,3666
pipi yuyu,1590158533435750,1:23:48,新規メンバー,スーパーコネクタ…_φ(･_･,,NORMALCHAT,zIE7aA0n3jg,3667
Kanata/R10 Channel,1590158534334017,1:23:49,,すなっくつばさ...,,NORMALCHAT,zIE7aA0n3jg,3668
ネコと迎合せよ,1590158539505530,1:23:54,,哲学??,,NORMALCHAT,zIE7aA0n3jg,3669
marori ng,1590158545159457,1:24:00,,アドラー心理学よくわからないんだよなあ,,NORMALCHAT,zIE7aA0n3jg,3670
たちゅぎー,1590158546326698,1:24:01,,ヒルガードの心理学何回読みましたか？,,NORMALCHAT,zIE7aA0n3jg,3671
じゆり,1590158549142622,1:24:04,,猫ちゃん並んでる,,NORMALCHAT,zIE7aA0n3jg,3672
John C.,1590158549241787,1:24:04,,自分の好きな人物や作品が、他人に馬鹿にされているのを見ると、不安な気持ちになりそれらを純粋に楽しめなくなってしまいます。どうすれば他人の評価を気にせず自分の好きなものを楽しめますか？,"￥2,000",SUPERCHAT,zIE7aA0n3jg,3673
白鳥令子,1590158551577475,1:24:06,,スナックつばさ。了解！,,NORMALCHAT,zIE7aA0n3jg,3674
ハッピースマイル,1590158553424449,1:24:08,,この子達は団子三兄弟だよ?,,NORMALCHAT,zIE7aA0n3jg,3675
空中糞尿,1590158557687952,1:24:12,,嫌われる覚悟の本か,,NORMALCHAT,zIE7aA0n3jg,3676
zhifei Kong,1590158565893570,1:24:20,,?好,,NORMALCHAT,zIE7aA0n3jg,3677
ayako terayama*寺山 文子*,1590158566479876,1:24:21,メンバー（1 か月）,メンタルラボですね?見てみよ?,,NORMALCHAT,zIE7aA0n3jg,3678
PlayLists,1590158570772409,1:24:25,メンバー（1 か月）,質問は1つ＆まとめて(3行以内推奨)がいいですよ 医療系は回答が難しいかもえっち系はぬこみこで(youtubeの規約でです),,NORMALCHAT,zIE7aA0n3jg,3679
AJ,1590158571844927,1:24:26,,みんな同じシェルター出身^^,,NORMALCHAT,zIE7aA0n3jg,3680
ありさ,1590158573267230,1:24:28,,歯医者こわい,,NORMALCHAT,zIE7aA0n3jg,3681
ゆか,1590158575862638,1:24:30,,あっちゃんがなんか紹介してたねアドラー,,NORMALCHAT,zIE7aA0n3jg,3682
zhifei Kong,1590158576679287,1:24:31,,很喜??的作品,,NORMALCHAT,zIE7aA0n3jg,3683
白鳥令子,1590158577461861,1:24:32,,普通でいいよ,,NORMALCHAT,zIE7aA0n3jg,3684
はに〇,1590158582700725,1:24:37,,スナックつばちん、リンク貼ってください,,NORMALCHAT,zIE7aA0n3jg,3685
メンTAIKO,1590158583620178,1:24:38,,一万人いくね,,NORMALCHAT,zIE7aA0n3jg,3686
ヤギミノル,1590158584501005,1:24:39,モデレーター,思想は信じる・信じないより 採用・不採用で判断すると程よい距離感になると思うよ(という思想,,NORMALCHAT,zIE7aA0n3jg,3687
白黒つけようか,1590158585343214,1:24:40,,にゃお?,,NORMALCHAT,zIE7aA0n3jg,3688
みーやん,1590158586943651,1:24:41,,ぴこなの,,NORMALCHAT,zIE7aA0n3jg,3689
黒潮。,1590158588465277,1:24:43,,メンタルラボ、チェックしてみよ,,NORMALCHAT,zIE7aA0n3jg,3690
伊東慶子,1590158589652750,1:24:44,,ぬこさん、みこさん、ぴこさん可愛いです,,NORMALCHAT,zIE7aA0n3jg,3691
min M i n,1590158591725086,1:24:46,,そう??.*,,NORMALCHAT,zIE7aA0n3jg,3692
石川亮,1590158592022220,1:24:46,,ねこかわいい,,NORMALCHAT,zIE7aA0n3jg,3693
Ling Ling,1590158592203121,1:24:47,,そうそう,,NORMALCHAT,zIE7aA0n3jg,3694
しまんちゅ,1590158595062905,1:24:49,,メンタル弱すぎてDaiGo,,NORMALCHAT,zIE7aA0n3jg,3695
zhifei Kong,1590158595760764,1:24:50,,不?,,NORMALCHAT,zIE7aA0n3jg,3696
じゃりてん,1590158598901496,1:24:53,,あれ、猫が増えている,,NORMALCHAT,zIE7aA0n3jg,3697
wol,1590158601177397,1:24:55,モデレーター,?上好,,NORMALCHAT,zIE7aA0n3jg,3698
ちゃありー,1590158601228118,1:24:55,,リーダーは責任だけとれば良い笑,,NORMALCHAT,zIE7aA0n3jg,3699
にのなり,1590158602501759,1:24:57,,大野くんとかね！,,NORMALCHAT,zIE7aA0n3jg,3700
アダニー,1590158603278934,1:24:58,,もうすぐいちまん,,NORMALCHAT,zIE7aA0n3jg,3701
zhifei Kong,1590158604980696,1:24:59,,??的太快了,,NORMALCHAT,zIE7aA0n3jg,3702
メンヘラ特効薬,1590158606069222,1:25:00,,人脈あるリーダー,,NORMALCHAT,zIE7aA0n3jg,3703
リカ,1590158606115614,1:25:01,,助けてもらってるかー！いい言葉,,NORMALCHAT,zIE7aA0n3jg,3704
ぽぽん屋店長,1590158609237083,1:25:04,,人格否定され、人として認められないためには,,NORMALCHAT,zIE7aA0n3jg,3705
めぐ????,1590158610379628,1:25:05,,ほんとにゃんこ三きょうだいですね笑,,NORMALCHAT,zIE7aA0n3jg,3706
haru potter,1590158614454612,1:25:09,,ぴこさん聞いてるね,,NORMALCHAT,zIE7aA0n3jg,3707
とろろいもこ,1590158616911366,1:25:11,メンバー（1 か月）,同期ね…いろんな人がいるからねぇ…。,,NORMALCHAT,zIE7aA0n3jg,3708
Orie M,1590158617349061,1:25:12,,ピコかわいい,,NORMALCHAT,zIE7aA0n3jg,3709
みるるん,1590158617395998,1:25:12,,助けてもらうの大事ですね,,NORMALCHAT,zIE7aA0n3jg,3710
Kanata/R10 Channel,1590158618230535,1:25:13,,自分次第で、状況下は変わりますね。,,NORMALCHAT,zIE7aA0n3jg,3711
みーやん,1590158618351243,1:25:13,,かわいい～,,NORMALCHAT,zIE7aA0n3jg,3712
ぽぽん屋店長,1590158619216731,1:25:14,,どうすればいいの？,,NORMALCHAT,zIE7aA0n3jg,3713
ハッピースマイル,1590158619410870,1:25:14,,ト音記号みたいなネコ達?,,NORMALCHAT,zIE7aA0n3jg,3714
marori ng,1590158619919677,1:25:14,,うわーぴこたんかわいい,,NORMALCHAT,zIE7aA0n3jg,3715
T Tam,1590158620381063,1:25:15,,メンタルラボ…え？わからん。ページあります？,,NORMALCHAT,zIE7aA0n3jg,3716
N,1590158620684829,1:25:15,,そうかも,,NORMALCHAT,zIE7aA0n3jg,3717
すきっぷぅ,1590158622029904,1:25:16,,にゃん,,NORMALCHAT,zIE7aA0n3jg,3718
ネコと迎合せよ,1590158624492187,1:25:19,,ぴこさま、可愛い,,NORMALCHAT,zIE7aA0n3jg,3719
marori ng,1590158625390043,1:25:20,,ぴーんってなった,,NORMALCHAT,zIE7aA0n3jg,3720
ありさ,1590158626774303,1:25:21,,ぴこさまごろごろ,,NORMALCHAT,zIE7aA0n3jg,3721
official《はる》 haru,1590158627571537,1:25:22,,人生で一番の挫折はなんですか？,,NORMALCHAT,zIE7aA0n3jg,3722
Ling Ling,1590158627891771,1:25:22,,実ほど頭を垂れる稲穂かな,,NORMALCHAT,zIE7aA0n3jg,3723
Ayaya,1590158627907952,1:25:22,,ぴこたん、美脚,,NORMALCHAT,zIE7aA0n3jg,3724
なな優木,1590158628053290,1:25:22,,ピコたんかわいい?,,NORMALCHAT,zIE7aA0n3jg,3725
メンヘラ特効薬,1590158628732135,1:25:23,,ぴこさん起きた？,,NORMALCHAT,zIE7aA0n3jg,3726
ドッカンバトル完全無課金攻略2000日 ACT,1590158628960006,1:25:23,,人の目気にしない→自信を持つこと。→しつこいけど。筋トレからやってみな,,NORMALCHAT,zIE7aA0n3jg,3727
よんよん,1590158629090282,1:25:23,,ぴこたん?,,NORMALCHAT,zIE7aA0n3jg,3728
にのなり,1590158629469864,1:25:24,,嵐だね！,,NORMALCHAT,zIE7aA0n3jg,3729
my my,1590158630289389,1:25:25,,一度失敗した関係は治せる？離れた方がいいですか？,,NORMALCHAT,zIE7aA0n3jg,3730
AJ,1590158630838783,1:25:25,,ピコさんは4月上旬にDaiGo家にきました^^,,NORMALCHAT,zIE7aA0n3jg,3731
花の呼吸ゴリエママ,1590158631462299,1:25:26,,内向的なリーダーの方が良いφ(．．)ﾒﾓﾒﾓ,,NORMALCHAT,zIE7aA0n3jg,3732
ゆっくりいっぷく,1590158632558108,1:25:27,,コメントできない?,,NORMALCHAT,zIE7aA0n3jg,3733
ゆりんご,1590158632812071,1:25:27,,ぴこさん、、、かわい,,NORMALCHAT,zIE7aA0n3jg,3734
しろくま,1590158633342575,1:25:28,,?誰かも言ってた,,NORMALCHAT,zIE7aA0n3jg,3735
N Yookoboo,1590158633384320,1:25:28,,ヌコさん?,,NORMALCHAT,zIE7aA0n3jg,3736
ほりめぐ,1590158634256733,1:25:29,,足が出てる,,NORMALCHAT,zIE7aA0n3jg,3737
めぐ????,1590158634273092,1:25:29,,ぴこたんカメラみてる？笑,,NORMALCHAT,zIE7aA0n3jg,3738
大豆丸,1590158634455549,1:25:29,,確かに…,,NORMALCHAT,zIE7aA0n3jg,3739
TOSHI CHANNEL,1590158634872710,1:25:29,,家入さんがまさにそれ,,NORMALCHAT,zIE7aA0n3jg,3740
なりに,1590158635171107,1:25:30,,嵐の大野くんだ～,,NORMALCHAT,zIE7aA0n3jg,3741
みーやん,1590158638366876,1:25:33,,ぴこたん～,,NORMALCHAT,zIE7aA0n3jg,3742
リカ,1590158639631750,1:25:34,,ピコさんの足！可愛い！！,,NORMALCHAT,zIE7aA0n3jg,3743
さくらねこの家,1590158640066381,1:25:34,,ぴこたーん！！！,,NORMALCHAT,zIE7aA0n3jg,3744
M S,1590158642057177,1:25:36,,猫ちゃん?近くで見せて欲しいです。,,NORMALCHAT,zIE7aA0n3jg,3745
黒潮。,1590158642615677,1:25:37,,すごい！！,,NORMALCHAT,zIE7aA0n3jg,3746
ayako terayama*寺山 文子*,1590158642760414,1:25:37,メンバー（1 か月）,ピコ様のびー??,,NORMALCHAT,zIE7aA0n3jg,3747
Katsuya,1590158644436884,1:25:39,,ハマる資質はタイミング次第,,NORMALCHAT,zIE7aA0n3jg,3748
Deli Kathy,1590158644482796,1:25:39,,なるほどーーー深いわ,,NORMALCHAT,zIE7aA0n3jg,3749
wol,1590158645633618,1:25:40,モデレーター,既然没有?中文的人，可以?英??？,,NORMALCHAT,zIE7aA0n3jg,3750
